id,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
4354,no,846,yes,yes,unknown,19,may,175,2,-1,0,unknown,no
4355,no,352,yes,no,unknown,19,may,97,9,-1,0,unknown,no
4356,no,-22,yes,no,unknown,19,may,84,3,-1,0,unknown,no
4357,no,4923,yes,no,unknown,19,may,57,7,-1,0,unknown,no
4358,yes,6,no,no,unknown,19,may,105,11,-1,0,unknown,no
4359,no,312,yes,yes,unknown,19,may,886,3,-1,0,unknown,no
4360,no,61,yes,no,unknown,19,may,182,8,-1,0,unknown,no
4361,no,53,yes,no,unknown,19,may,467,4,-1,0,unknown,no
4362,no,-345,yes,no,unknown,19,may,18,14,-1,0,unknown,no
4363,no,0,yes,no,unknown,19,may,21,11,-1,0,unknown,no
4364,no,2231,yes,yes,unknown,19,may,470,4,-1,0,unknown,no
4365,no,337,yes,no,unknown,19,may,85,3,-1,0,unknown,no
4366,no,413,yes,no,unknown,19,may,243,2,-1,0,unknown,no
4367,no,1345,yes,no,unknown,19,may,120,7,-1,0,unknown,no
4368,no,522,yes,no,unknown,19,may,298,2,-1,0,unknown,no
4369,no,523,yes,yes,unknown,19,may,249,2,-1,0,unknown,no
4370,no,261,yes,no,unknown,19,may,87,5,-1,0,unknown,no
4371,no,3776,yes,no,unknown,19,may,217,2,-1,0,unknown,no
4372,no,437,yes,no,unknown,19,may,44,4,-1,0,unknown,no
4373,no,490,yes,no,unknown,19,may,622,2,-1,0,unknown,no
4374,no,6482,yes,no,unknown,19,may,182,2,-1,0,unknown,no
4375,no,3544,no,no,unknown,19,may,195,4,-1,0,unknown,no
4376,no,0,no,no,unknown,19,may,179,2,-1,0,unknown,no
4377,no,459,yes,no,unknown,19,may,58,10,-1,0,unknown,no
4378,no,3291,yes,no,unknown,19,may,1218,3,-1,0,unknown,yes
4379,no,2592,yes,no,unknown,19,may,500,3,-1,0,unknown,no
4380,no,596,yes,no,unknown,19,may,66,9,-1,0,unknown,no
4381,no,-56,yes,no,unknown,19,may,248,3,-1,0,unknown,no
4382,no,1161,yes,no,unknown,19,may,110,5,-1,0,unknown,no
4383,no,183,yes,no,unknown,19,may,3078,4,-1,0,unknown,no
4384,no,154,yes,no,unknown,20,may,21,9,-1,0,unknown,no
4385,no,0,yes,no,unknown,20,may,150,1,-1,0,unknown,no
4386,no,479,no,no,unknown,20,may,148,5,-1,0,unknown,no
4387,no,-980,yes,no,unknown,20,may,91,1,-1,0,unknown,no
4388,no,690,yes,no,unknown,20,may,34,1,-1,0,unknown,no
4389,no,5306,yes,no,unknown,20,may,201,1,-1,0,unknown,no
4390,no,730,yes,no,unknown,20,may,70,1,-1,0,unknown,no
4391,no,397,yes,no,unknown,20,may,19,15,-1,0,unknown,no
4392,no,434,yes,no,unknown,20,may,351,1,-1,0,unknown,no
4393,no,897,no,no,unknown,20,may,182,1,-1,0,unknown,no
4394,no,0,yes,no,unknown,20,may,365,4,-1,0,unknown,no
4395,no,228,yes,no,unknown,20,may,257,1,-1,0,unknown,no
4396,no,201,yes,no,unknown,20,may,280,1,-1,0,unknown,no
4397,no,2847,yes,no,unknown,20,may,16,10,-1,0,unknown,no
4398,no,4039,yes,no,unknown,20,may,140,1,-1,0,unknown,no
4399,no,132,yes,no,unknown,20,may,21,11,-1,0,unknown,no
4400,no,9,yes,no,unknown,20,may,184,1,-1,0,unknown,no
4401,no,31,yes,no,unknown,20,may,20,14,-1,0,unknown,no
4402,no,0,yes,yes,unknown,20,may,107,2,-1,0,unknown,no
4403,no,4438,yes,no,unknown,20,may,446,1,-1,0,unknown,yes
4404,no,6421,no,yes,unknown,20,may,661,1,-1,0,unknown,no
4405,no,171,yes,yes,unknown,20,may,172,1,-1,0,unknown,no
4406,no,42,yes,yes,unknown,20,may,125,4,-1,0,unknown,no
4407,no,806,yes,no,unknown,20,may,280,1,-1,0,unknown,no
4408,no,298,yes,no,unknown,20,may,216,1,-1,0,unknown,no
4409,no,24,yes,no,unknown,20,may,81,1,-1,0,unknown,no
4410,no,290,yes,no,unknown,20,may,409,2,-1,0,unknown,no
4411,no,425,yes,no,unknown,20,may,226,1,-1,0,unknown,no
4412,no,0,yes,no,unknown,20,may,191,1,-1,0,unknown,no
4413,no,1602,yes,yes,unknown,20,may,171,1,-1,0,unknown,no
4414,no,137,yes,no,unknown,20,may,13,12,-1,0,unknown,no
4415,no,3110,yes,no,unknown,20,may,133,1,-1,0,unknown,no
4416,no,419,yes,no,unknown,20,may,656,1,-1,0,unknown,no
4417,no,0,yes,no,unknown,20,may,1205,1,-1,0,unknown,yes
4418,no,-88,yes,no,unknown,20,may,202,6,-1,0,unknown,no
4419,no,274,yes,yes,unknown,20,may,205,1,-1,0,unknown,no
4420,no,0,yes,no,unknown,20,may,206,1,-1,0,unknown,no
4421,no,0,yes,no,unknown,20,may,79,1,-1,0,unknown,no
4422,no,162,yes,no,unknown,20,may,186,4,-1,0,unknown,no
4423,no,1222,yes,no,unknown,20,may,532,1,-1,0,unknown,no
4424,no,4482,yes,no,unknown,20,may,97,2,-1,0,unknown,no
4425,no,1259,no,no,unknown,20,may,234,5,-1,0,unknown,no
4426,no,499,yes,no,unknown,20,may,328,1,-1,0,unknown,no
4427,no,1861,yes,no,unknown,20,may,297,1,-1,0,unknown,no
4428,no,271,yes,no,unknown,20,may,1882,2,-1,0,unknown,yes
4429,no,622,yes,no,unknown,20,may,243,1,-1,0,unknown,no
4430,no,368,yes,no,unknown,20,may,81,1,-1,0,unknown,no
4431,no,492,yes,no,unknown,20,may,142,3,-1,0,unknown,no
4432,no,102,yes,no,unknown,20,may,1334,1,-1,0,unknown,yes
4433,no,736,yes,no,unknown,20,may,775,1,-1,0,unknown,no
4434,no,733,yes,no,unknown,20,may,335,1,-1,0,unknown,no
4435,no,3175,yes,no,unknown,20,may,168,1,-1,0,unknown,no
4436,no,43,yes,no,unknown,20,may,68,2,-1,0,unknown,no
4437,no,574,yes,no,unknown,20,may,121,2,-1,0,unknown,no
4438,no,4622,yes,yes,unknown,20,may,217,1,-1,0,unknown,no
4439,no,1820,yes,no,unknown,20,may,68,1,-1,0,unknown,no
4440,no,3750,yes,no,unknown,20,may,119,1,-1,0,unknown,no
4441,no,465,yes,no,unknown,20,may,160,1,-1,0,unknown,no
4442,no,860,yes,no,unknown,20,may,294,15,-1,0,unknown,no
4443,no,1583,yes,no,unknown,20,may,57,1,-1,0,unknown,no
4444,no,0,yes,no,unknown,20,may,90,1,-1,0,unknown,no
4445,no,7579,yes,no,unknown,20,may,600,1,-1,0,unknown,no
4446,no,4635,yes,no,unknown,20,may,148,1,-1,0,unknown,no
4447,no,827,no,no,unknown,20,may,38,1,-1,0,unknown,no
4448,no,0,yes,no,unknown,20,may,142,1,-1,0,unknown,no
4449,no,364,yes,no,unknown,20,may,466,1,-1,0,unknown,no
4450,no,380,yes,no,unknown,20,may,26,1,-1,0,unknown,no
4451,no,93,yes,no,unknown,20,may,203,2,-1,0,unknown,no
4452,no,6138,yes,no,unknown,20,may,369,1,-1,0,unknown,no
4453,no,1803,yes,no,unknown,20,may,29,1,-1,0,unknown,no
4454,no,0,yes,no,unknown,20,may,793,2,-1,0,unknown,no
4455,no,3187,yes,no,unknown,20,may,71,1,-1,0,unknown,no
4456,no,2,yes,no,unknown,20,may,182,2,-1,0,unknown,yes
4457,no,695,yes,no,unknown,20,may,203,1,-1,0,unknown,no
4458,no,1042,yes,no,unknown,20,may,167,1,-1,0,unknown,no
4459,no,4648,yes,no,unknown,20,may,37,1,-1,0,unknown,no
4460,no,2089,yes,no,unknown,20,may,34,1,-1,0,unknown,no
4461,no,3059,yes,yes,unknown,20,may,394,1,-1,0,unknown,no
4462,no,412,yes,yes,unknown,20,may,127,1,-1,0,unknown,no
4463,no,863,yes,no,unknown,20,may,264,1,-1,0,unknown,no
4464,no,4434,yes,no,unknown,20,may,265,1,-1,0,unknown,no
4465,no,5499,yes,no,unknown,20,may,231,1,-1,0,unknown,no
4466,no,3997,yes,no,unknown,20,may,320,1,-1,0,unknown,no
4467,no,4904,yes,no,unknown,20,may,101,1,-1,0,unknown,no
4468,no,440,yes,no,unknown,20,may,110,1,-1,0,unknown,no
4469,no,-14,yes,no,unknown,20,may,121,3,-1,0,unknown,no
4470,no,759,no,no,unknown,20,may,265,1,-1,0,unknown,no
4471,no,603,yes,no,unknown,20,may,345,1,-1,0,unknown,no
4472,no,-41,yes,yes,unknown,20,may,171,1,-1,0,unknown,no
4473,no,78,no,no,unknown,20,may,572,1,-1,0,unknown,no
4474,no,84,yes,no,unknown,20,may,67,1,-1,0,unknown,no
4475,no,409,yes,no,unknown,20,may,25,1,-1,0,unknown,no
4476,no,732,yes,yes,unknown,20,may,269,1,-1,0,unknown,no
4477,no,328,yes,no,unknown,20,may,132,1,-1,0,unknown,no
4478,no,1698,yes,no,unknown,20,may,115,1,-1,0,unknown,no
4479,no,9374,yes,no,unknown,20,may,273,1,-1,0,unknown,no
4480,no,439,no,no,unknown,20,may,56,1,-1,0,unknown,no
4481,no,4958,yes,no,unknown,20,may,434,1,-1,0,unknown,no
4482,no,210,yes,no,unknown,20,may,507,1,-1,0,unknown,no
4483,no,2644,yes,no,unknown,20,may,253,1,-1,0,unknown,no
4484,no,17983,yes,no,unknown,20,may,100,1,-1,0,unknown,no
4485,no,614,yes,no,unknown,20,may,116,1,-1,0,unknown,no
4486,no,2137,yes,no,unknown,20,may,124,1,-1,0,unknown,no
4487,no,-291,yes,no,unknown,20,may,66,2,-1,0,unknown,no
4488,no,160,yes,yes,unknown,20,may,233,2,-1,0,unknown,no
4489,no,11,yes,no,unknown,20,may,90,1,-1,0,unknown,no
4490,no,2036,yes,yes,unknown,20,may,104,1,-1,0,unknown,no
4491,no,121,yes,no,unknown,20,may,187,1,-1,0,unknown,no
4492,no,-656,yes,no,unknown,20,may,92,2,-1,0,unknown,no
4493,no,1689,no,no,unknown,20,may,423,1,-1,0,unknown,no
4494,no,439,yes,no,unknown,20,may,215,2,-1,0,unknown,no
4495,no,1283,yes,no,unknown,20,may,209,1,-1,0,unknown,no
4496,no,1769,yes,no,unknown,20,may,181,1,-1,0,unknown,no
4497,no,2,yes,no,unknown,20,may,201,1,-1,0,unknown,no
4498,no,0,yes,yes,unknown,20,may,40,1,-1,0,unknown,no
4499,no,47,no,no,unknown,20,may,317,1,-1,0,unknown,no
4500,no,2054,yes,no,unknown,20,may,447,1,-1,0,unknown,no
4501,no,8132,yes,no,unknown,20,may,137,1,-1,0,unknown,no
4502,no,453,yes,yes,unknown,20,may,184,1,-1,0,unknown,no
4503,no,427,yes,no,unknown,20,may,121,1,-1,0,unknown,no
4504,no,2416,yes,no,unknown,20,may,138,4,-1,0,unknown,no
4505,no,877,yes,no,unknown,20,may,207,6,-1,0,unknown,no
4506,no,398,yes,yes,unknown,20,may,309,1,-1,0,unknown,no
4507,no,2240,yes,no,unknown,20,may,214,1,-1,0,unknown,no
4508,no,380,yes,no,unknown,20,may,134,1,-1,0,unknown,no
4509,no,1163,yes,no,unknown,20,may,284,1,-1,0,unknown,no
4510,no,4170,yes,no,unknown,20,may,1777,1,-1,0,unknown,yes
4511,no,5432,yes,yes,unknown,20,may,774,1,-1,0,unknown,no
4512,yes,-52,yes,no,unknown,20,may,265,1,-1,0,unknown,no
4513,no,4011,yes,no,unknown,20,may,62,1,-1,0,unknown,no
4514,no,715,yes,no,unknown,20,may,247,2,-1,0,unknown,no
4515,no,2144,yes,no,unknown,20,may,89,1,-1,0,unknown,no
4516,no,8741,yes,no,unknown,20,may,318,3,-1,0,unknown,no
4517,no,362,yes,no,unknown,20,may,277,2,-1,0,unknown,no
4518,no,163,yes,no,unknown,20,may,135,1,-1,0,unknown,no
4519,no,-740,yes,no,unknown,20,may,126,3,-1,0,unknown,no
4520,no,434,yes,no,unknown,20,may,411,1,-1,0,unknown,no
4521,no,1629,yes,no,unknown,20,may,85,1,-1,0,unknown,no
4522,no,-152,no,no,unknown,20,may,100,1,-1,0,unknown,no
4523,no,3763,yes,no,unknown,20,may,83,1,-1,0,unknown,no
4524,no,1,yes,no,unknown,20,may,71,3,-1,0,unknown,no
4525,no,4,no,no,unknown,20,may,199,4,-1,0,unknown,no
4526,no,0,yes,yes,unknown,20,may,47,1,-1,0,unknown,no
4527,no,2007,yes,no,unknown,20,may,253,1,-1,0,unknown,no
4528,no,327,yes,no,unknown,20,may,244,1,-1,0,unknown,no
4529,no,-130,yes,no,unknown,20,may,224,1,-1,0,unknown,no
4530,no,14,yes,yes,unknown,20,may,56,1,-1,0,unknown,no
4531,no,4399,yes,no,unknown,20,may,638,2,-1,0,unknown,no
4532,no,780,yes,no,unknown,20,may,311,1,-1,0,unknown,no
4533,no,371,no,no,unknown,20,may,77,1,-1,0,unknown,no
4534,no,161,yes,yes,unknown,20,may,177,1,-1,0,unknown,no
4535,no,221,yes,no,unknown,20,may,189,1,-1,0,unknown,no
4536,no,706,yes,no,unknown,20,may,152,1,-1,0,unknown,no
4537,no,4897,yes,no,unknown,20,may,151,1,-1,0,unknown,no
4538,no,7,yes,no,unknown,20,may,217,1,-1,0,unknown,no
4539,no,2030,yes,no,unknown,20,may,24,1,-1,0,unknown,no
4540,no,489,yes,no,unknown,20,may,212,1,-1,0,unknown,no
4541,no,1059,yes,no,unknown,20,may,163,2,-1,0,unknown,no
4542,no,-8,yes,no,unknown,20,may,473,2,-1,0,unknown,no
4543,no,271,yes,no,unknown,20,may,68,1,-1,0,unknown,no
4544,no,2042,yes,no,unknown,20,may,485,1,-1,0,unknown,no
4545,no,-53,yes,no,unknown,20,may,172,1,-1,0,unknown,no
4546,no,268,yes,no,unknown,20,may,77,2,-1,0,unknown,no
4547,no,5122,yes,no,unknown,20,may,396,1,-1,0,unknown,no
4548,no,403,yes,no,unknown,20,may,274,2,-1,0,unknown,no
4549,no,0,yes,no,unknown,20,may,88,2,-1,0,unknown,no
4550,no,566,yes,no,unknown,20,may,129,2,-1,0,unknown,no
4551,no,356,yes,yes,unknown,20,may,474,2,-1,0,unknown,no
4552,no,722,yes,no,unknown,20,may,268,2,-1,0,unknown,no
4553,no,-607,yes,no,unknown,20,may,374,2,-1,0,unknown,no
4554,no,328,yes,no,unknown,20,may,72,5,-1,0,unknown,no
4555,no,126,yes,no,unknown,20,may,61,2,-1,0,unknown,no
4556,no,206,yes,no,unknown,20,may,205,2,-1,0,unknown,no
4557,no,136,yes,yes,unknown,20,may,347,6,-1,0,unknown,no
4558,no,14,yes,yes,unknown,20,may,355,1,-1,0,unknown,no
4559,no,5260,yes,no,unknown,20,may,211,2,-1,0,unknown,no
4560,no,458,yes,no,unknown,20,may,211,1,-1,0,unknown,no
4561,no,0,no,no,unknown,20,may,66,12,-1,0,unknown,no
4562,no,666,yes,no,unknown,20,may,1452,10,-1,0,unknown,no
4563,no,89,yes,no,unknown,20,may,341,1,-1,0,unknown,no
4564,no,1660,no,no,unknown,20,may,14,1,-1,0,unknown,no
4565,no,673,yes,no,unknown,20,may,610,2,-1,0,unknown,no
4566,no,673,yes,yes,unknown,20,may,120,1,-1,0,unknown,no
4567,no,-313,yes,no,unknown,20,may,407,1,-1,0,unknown,no
4568,no,0,yes,no,unknown,20,may,464,2,-1,0,unknown,no
4569,no,167,yes,no,unknown,20,may,547,7,-1,0,unknown,no
4570,no,432,yes,no,unknown,20,may,152,2,-1,0,unknown,no
4571,no,8135,yes,no,unknown,20,may,522,1,-1,0,unknown,no
4572,no,0,yes,no,unknown,20,may,227,9,-1,0,unknown,no
4573,no,4286,yes,no,unknown,20,may,1376,2,-1,0,unknown,no
4574,no,2177,no,no,unknown,20,may,134,5,-1,0,unknown,no
4575,no,0,no,no,unknown,20,may,37,1,-1,0,unknown,no
4576,no,105,yes,yes,unknown,20,may,360,1,-1,0,unknown,no
4577,no,1271,yes,no,unknown,20,may,51,1,-1,0,unknown,no
4578,no,83,no,no,unknown,20,may,834,6,-1,0,unknown,no
4579,no,709,yes,no,unknown,20,may,106,1,-1,0,unknown,no
4580,no,-93,yes,yes,unknown,20,may,194,1,-1,0,unknown,no
4581,no,736,yes,no,unknown,20,may,535,1,-1,0,unknown,no
4582,yes,-242,yes,yes,unknown,20,may,236,2,-1,0,unknown,no
4583,no,3259,yes,no,unknown,20,may,182,1,-1,0,unknown,no
4584,no,11697,yes,no,unknown,20,may,296,1,-1,0,unknown,no
4585,no,210,yes,yes,unknown,20,may,201,1,-1,0,unknown,no
4586,no,2688,yes,no,unknown,20,may,281,1,-1,0,unknown,no
4587,no,0,yes,no,unknown,20,may,150,1,-1,0,unknown,no
4588,no,5064,yes,no,unknown,20,may,79,1,-1,0,unknown,no
4589,no,205,yes,no,unknown,20,may,359,2,-1,0,unknown,no
4590,no,75,yes,no,unknown,20,may,332,2,-1,0,unknown,no
4591,no,0,yes,no,unknown,20,may,592,1,-1,0,unknown,no
4592,no,2019,yes,no,unknown,20,may,166,1,-1,0,unknown,no
4593,no,178,yes,no,unknown,20,may,245,1,-1,0,unknown,no
4594,no,3559,yes,no,unknown,20,may,138,8,-1,0,unknown,no
4595,no,290,yes,no,unknown,20,may,369,1,-1,0,unknown,no
4596,no,138,yes,yes,unknown,20,may,158,1,-1,0,unknown,no
4597,no,5607,no,no,unknown,20,may,261,1,-1,0,unknown,no
4598,no,8291,no,no,unknown,20,may,131,1,-1,0,unknown,no
4599,no,6969,yes,no,unknown,20,may,412,1,-1,0,unknown,no
4600,no,18,no,no,unknown,20,may,121,11,-1,0,unknown,no
4601,no,583,yes,no,unknown,20,may,137,2,-1,0,unknown,no
4602,no,7171,yes,no,unknown,20,may,216,2,-1,0,unknown,no
4603,no,500,yes,no,unknown,20,may,324,1,-1,0,unknown,no
4604,no,113,yes,yes,unknown,20,may,235,2,-1,0,unknown,no
4605,no,0,yes,yes,unknown,20,may,203,1,-1,0,unknown,no
4606,no,3512,yes,no,unknown,20,may,697,2,-1,0,unknown,no
4607,no,4798,yes,no,unknown,20,may,156,2,-1,0,unknown,no
4608,no,85,yes,no,unknown,20,may,1182,4,-1,0,unknown,yes
4609,no,660,yes,yes,unknown,20,may,170,2,-1,0,unknown,no
4610,no,585,yes,yes,unknown,20,may,272,2,-1,0,unknown,no
4611,no,136,yes,no,unknown,20,may,132,1,-1,0,unknown,no
4612,no,360,yes,no,unknown,20,may,271,1,-1,0,unknown,no
4613,no,296,yes,no,unknown,20,may,378,3,-1,0,unknown,no
4614,no,0,yes,yes,unknown,20,may,114,1,-1,0,unknown,no
4615,no,10,yes,yes,unknown,20,may,107,1,-1,0,unknown,no
4616,no,451,yes,no,unknown,20,may,383,1,-1,0,unknown,no
4617,no,614,yes,no,unknown,20,may,185,1,-1,0,unknown,no
4618,no,692,yes,no,unknown,20,may,254,1,-1,0,unknown,no
4619,no,148,no,no,unknown,20,may,717,1,-1,0,unknown,no
4620,no,5058,yes,no,unknown,20,may,157,1,-1,0,unknown,no
4621,no,1467,yes,no,unknown,20,may,85,2,-1,0,unknown,no
4622,no,859,yes,no,unknown,20,may,249,3,-1,0,unknown,no
4623,no,-508,yes,no,unknown,20,may,309,2,-1,0,unknown,no
4624,no,410,yes,no,unknown,20,may,112,2,-1,0,unknown,no
4625,no,134,no,no,unknown,20,may,98,1,-1,0,unknown,no
4626,no,23867,no,no,unknown,20,may,188,3,-1,0,unknown,no
4627,no,2038,yes,no,unknown,20,may,148,1,-1,0,unknown,no
4628,no,-362,yes,no,unknown,20,may,145,2,-1,0,unknown,no
4629,no,967,yes,no,unknown,20,may,415,2,-1,0,unknown,no
4630,no,1825,yes,no,unknown,20,may,742,2,-1,0,unknown,no
4631,yes,-635,yes,no,unknown,20,may,37,9,-1,0,unknown,no
4632,no,1298,yes,no,unknown,20,may,120,1,-1,0,unknown,no
4633,no,1797,yes,yes,unknown,20,may,185,2,-1,0,unknown,no
4634,no,1848,yes,no,unknown,20,may,204,1,-1,0,unknown,no
4635,no,431,yes,yes,unknown,20,may,1045,1,-1,0,unknown,yes
4636,no,4996,yes,no,unknown,20,may,205,2,-1,0,unknown,no
4637,no,213,yes,no,unknown,20,may,74,2,-1,0,unknown,no
4638,no,26,yes,no,unknown,20,may,51,26,-1,0,unknown,no
4639,no,0,no,no,unknown,20,may,190,2,-1,0,unknown,no
4640,no,1351,yes,no,unknown,20,may,325,3,-1,0,unknown,no
4641,no,982,yes,no,unknown,20,may,650,3,-1,0,unknown,yes
4642,no,4963,yes,no,unknown,20,may,148,2,-1,0,unknown,no
4643,no,1438,yes,no,unknown,20,may,212,2,-1,0,unknown,no
4644,no,1411,yes,no,unknown,20,may,625,2,-1,0,unknown,no
4645,no,0,yes,no,unknown,20,may,134,3,-1,0,unknown,no
4646,no,486,yes,no,unknown,20,may,97,8,-1,0,unknown,no
4647,no,1183,yes,no,unknown,20,may,438,2,-1,0,unknown,no
4648,no,351,yes,no,unknown,20,may,999,3,-1,0,unknown,no
4649,no,2366,yes,no,unknown,20,may,127,2,-1,0,unknown,no
4650,no,2700,yes,no,unknown,20,may,446,2,-1,0,unknown,no
4651,no,0,yes,no,unknown,20,may,217,4,-1,0,unknown,no
4652,no,622,yes,no,unknown,20,may,169,1,-1,0,unknown,no
4653,yes,421,yes,no,unknown,20,may,247,3,-1,0,unknown,no
4654,no,774,yes,no,unknown,20,may,140,1,-1,0,unknown,no
4655,no,67,no,no,unknown,20,may,60,6,-1,0,unknown,no
4656,no,7313,yes,no,unknown,20,may,99,1,-1,0,unknown,no
4657,no,231,yes,no,unknown,20,may,26,14,-1,0,unknown,no
4658,no,477,yes,no,unknown,20,may,128,6,-1,0,unknown,no
4659,no,99,yes,no,unknown,20,may,215,3,-1,0,unknown,no
4660,no,908,yes,no,unknown,20,may,64,1,-1,0,unknown,no
4661,no,1581,yes,yes,unknown,20,may,52,11,-1,0,unknown,no
4662,no,2012,yes,no,unknown,20,may,413,2,-1,0,unknown,no
4663,no,162,yes,no,unknown,20,may,216,2,-1,0,unknown,no
4664,no,917,yes,no,unknown,20,may,292,1,-1,0,unknown,no
4665,no,1422,yes,no,unknown,20,may,129,8,-1,0,unknown,no
4666,no,1787,yes,no,unknown,20,may,201,4,-1,0,unknown,no
4667,no,-196,yes,no,unknown,20,may,210,2,-1,0,unknown,no
4668,no,1387,yes,no,unknown,20,may,114,1,-1,0,unknown,no
4669,no,-63,yes,no,unknown,20,may,657,1,-1,0,unknown,no
4670,no,1423,yes,no,unknown,20,may,88,1,-1,0,unknown,no
4671,no,3127,yes,no,unknown,20,may,147,2,-1,0,unknown,no
4672,no,5436,yes,no,unknown,20,may,443,1,-1,0,unknown,no
4673,no,1724,yes,no,unknown,20,may,73,1,-1,0,unknown,no
4674,no,0,yes,no,unknown,20,may,134,1,-1,0,unknown,no
4675,no,804,yes,no,unknown,20,may,127,8,-1,0,unknown,no
4676,no,408,yes,yes,unknown,20,may,1063,2,-1,0,unknown,yes
4677,no,705,yes,no,unknown,20,may,446,2,-1,0,unknown,no
4678,no,1373,yes,no,unknown,20,may,144,2,-1,0,unknown,no
4679,no,196,yes,no,unknown,20,may,196,6,-1,0,unknown,no
4680,no,0,yes,no,unknown,20,may,165,2,-1,0,unknown,no
4681,no,273,yes,no,unknown,20,may,314,2,-1,0,unknown,no
4682,no,311,yes,no,unknown,20,may,723,2,-1,0,unknown,no
4683,no,1022,yes,no,unknown,20,may,1410,2,-1,0,unknown,yes
4684,no,862,yes,yes,unknown,20,may,550,2,-1,0,unknown,no
4685,no,173,yes,no,unknown,20,may,130,2,-1,0,unknown,no
4686,no,204,yes,yes,unknown,20,may,307,3,-1,0,unknown,no
4687,no,32,yes,no,unknown,20,may,146,2,-1,0,unknown,no
4688,no,4761,yes,no,unknown,20,may,239,2,-1,0,unknown,no
4689,no,1081,yes,no,unknown,20,may,304,2,-1,0,unknown,no
4690,no,4170,yes,yes,unknown,20,may,114,3,-1,0,unknown,no
4691,no,3111,yes,no,unknown,20,may,445,2,-1,0,unknown,no
4692,no,89,yes,no,unknown,20,may,139,5,-1,0,unknown,no
4693,no,317,yes,no,unknown,20,may,16,10,-1,0,unknown,no
4694,no,5058,no,no,unknown,20,may,169,4,-1,0,unknown,no
4695,no,2852,yes,no,unknown,20,may,125,3,-1,0,unknown,no
4696,no,2390,yes,no,unknown,20,may,446,12,-1,0,unknown,no
4697,no,1131,yes,no,unknown,20,may,267,2,-1,0,unknown,no
4698,no,1352,yes,no,unknown,20,may,6,2,-1,0,unknown,no
4699,no,520,yes,no,unknown,20,may,15,13,-1,0,unknown,no
4700,no,876,no,no,unknown,20,may,1287,2,-1,0,unknown,no
4701,no,855,yes,yes,unknown,20,may,172,4,-1,0,unknown,no
4702,yes,-202,yes,no,unknown,20,may,268,3,-1,0,unknown,no
4703,no,-215,yes,no,unknown,20,may,89,3,-1,0,unknown,no
4704,no,376,yes,no,unknown,20,may,102,2,-1,0,unknown,no
4705,no,23,yes,no,unknown,20,may,91,6,-1,0,unknown,no
4706,no,222,yes,no,unknown,20,may,465,8,-1,0,unknown,no
4707,no,362,yes,no,unknown,20,may,274,2,-1,0,unknown,no
4708,no,602,yes,no,unknown,20,may,191,7,-1,0,unknown,no
4709,no,426,yes,no,unknown,20,may,300,3,-1,0,unknown,no
4710,no,5143,yes,yes,unknown,20,may,236,2,-1,0,unknown,no
4711,no,80,yes,no,unknown,20,may,614,2,-1,0,unknown,no
4712,no,0,yes,no,unknown,20,may,363,5,-1,0,unknown,no
4713,no,7406,yes,no,unknown,20,may,418,2,-1,0,unknown,no
4714,no,1005,yes,no,unknown,20,may,229,2,-1,0,unknown,no
4715,no,226,yes,no,unknown,20,may,221,2,-1,0,unknown,no
4716,no,247,yes,no,unknown,20,may,130,2,-1,0,unknown,no
4717,no,1040,yes,no,unknown,20,may,96,2,-1,0,unknown,no
4718,no,68,no,no,unknown,20,may,119,3,-1,0,unknown,no
4719,no,183,yes,no,unknown,20,may,103,3,-1,0,unknown,no
4720,no,4822,yes,no,unknown,20,may,843,2,-1,0,unknown,yes
4721,no,0,yes,no,unknown,20,may,484,2,-1,0,unknown,no
4722,no,1097,yes,no,unknown,20,may,485,3,-1,0,unknown,no
4723,no,5731,yes,no,unknown,20,may,175,2,-1,0,unknown,no
4724,no,3067,yes,no,unknown,20,may,138,2,-1,0,unknown,no
4725,no,275,yes,no,unknown,20,may,243,2,-1,0,unknown,no
4726,no,526,yes,no,unknown,20,may,919,2,-1,0,unknown,no
4727,no,1831,yes,no,unknown,20,may,203,2,-1,0,unknown,no
4728,no,514,yes,no,unknown,20,may,247,2,-1,0,unknown,no
4729,no,50,yes,no,unknown,20,may,89,2,-1,0,unknown,no
4730,no,0,yes,no,unknown,20,may,185,12,-1,0,unknown,no
4731,no,8,yes,no,unknown,20,may,777,3,-1,0,unknown,no
4732,no,432,yes,no,unknown,20,may,340,3,-1,0,unknown,no
4733,no,2561,yes,no,unknown,20,may,135,2,-1,0,unknown,no
4734,no,659,yes,no,unknown,20,may,241,3,-1,0,unknown,no
4735,no,0,yes,yes,unknown,20,may,165,2,-1,0,unknown,no
4736,no,897,yes,no,unknown,20,may,26,2,-1,0,unknown,no
4737,no,-116,yes,no,unknown,20,may,109,6,-1,0,unknown,no
4738,no,142,yes,no,unknown,20,may,350,4,-1,0,unknown,no
4739,no,530,yes,no,unknown,20,may,51,7,-1,0,unknown,no
4740,no,3514,yes,no,unknown,20,may,226,2,-1,0,unknown,no
4741,no,190,yes,no,unknown,20,may,47,3,-1,0,unknown,no
4742,no,236,yes,no,unknown,20,may,167,2,-1,0,unknown,no
4743,no,-871,no,no,unknown,20,may,214,10,-1,0,unknown,no
4744,no,2429,no,yes,unknown,20,may,446,7,-1,0,unknown,no
4745,no,514,yes,no,unknown,20,may,414,2,-1,0,unknown,no
