id,age,job,marital,education
20416,36,management,married,tertiary
20417,56,blue-collar,married,secondary
20418,51,admin.,married,secondary
20419,33,management,married,tertiary
20420,35,technician,married,secondary
20421,56,retired,married,secondary
20422,44,self-employed,married,primary
20423,49,blue-collar,divorced,primary
20424,44,technician,divorced,secondary
20425,54,management,married,tertiary
20426,33,management,divorced,tertiary
20427,31,management,single,tertiary
20428,37,management,married,secondary
20429,33,management,married,tertiary
20430,30,management,married,tertiary
20431,49,self-employed,married,secondary
20432,31,management,single,tertiary
20433,33,technician,married,tertiary
20434,48,management,single,tertiary
20435,39,management,married,secondary
20436,30,management,divorced,tertiary
20437,46,entrepreneur,married,secondary
20438,41,technician,single,secondary
20439,57,blue-collar,married,primary
20440,49,admin.,married,secondary
20441,54,housemaid,married,primary
20442,30,housemaid,married,secondary
20443,31,management,single,tertiary
20444,30,management,single,tertiary
20445,35,management,married,tertiary
20446,35,management,married,tertiary
20447,58,management,married,tertiary
20448,40,housemaid,married,secondary
20449,31,management,married,tertiary
20450,42,management,divorced,tertiary
20451,42,technician,single,secondary
20452,46,unemployed,married,secondary
20453,59,retired,married,primary
20454,58,retired,married,secondary
20455,32,management,divorced,tertiary
20456,49,management,married,secondary
20457,34,management,single,tertiary
20458,33,technician,single,secondary
20459,30,management,single,tertiary
20460,39,housemaid,married,primary
20461,34,blue-collar,married,secondary
20462,32,management,single,tertiary
20463,52,management,married,tertiary
20464,58,technician,married,secondary
20465,49,unknown,married,secondary
20466,36,management,single,tertiary
20467,30,management,single,tertiary
20468,36,technician,married,secondary
20469,35,management,married,tertiary
20470,30,technician,single,secondary
20471,59,blue-collar,married,primary
20472,37,management,single,tertiary
20473,30,management,single,secondary
20474,31,technician,single,secondary
20475,34,management,single,tertiary
20476,56,retired,married,tertiary
20477,47,services,married,primary
20478,58,retired,married,primary
20479,30,management,single,secondary
20480,37,technician,single,secondary
20481,50,blue-collar,married,secondary
20482,54,technician,married,secondary
20483,54,management,single,tertiary
20484,32,management,single,tertiary
20485,51,management,married,tertiary
20486,40,management,married,tertiary
20487,32,technician,single,secondary
20488,30,management,single,tertiary
20489,31,management,married,tertiary
20490,30,technician,single,tertiary
20491,31,technician,single,tertiary
20492,34,technician,single,secondary
20493,47,unemployed,married,tertiary
20494,41,management,married,tertiary
20495,30,management,single,tertiary
20496,55,management,divorced,tertiary
20497,38,management,divorced,tertiary
20498,41,management,married,tertiary
20499,36,unemployed,divorced,secondary
20500,45,blue-collar,married,primary
20501,52,admin.,married,secondary
20502,35,management,married,tertiary
20503,37,management,married,tertiary
20504,54,admin.,married,secondary
20505,47,management,single,tertiary
20506,32,technician,single,secondary
20507,53,admin.,married,secondary
20508,50,technician,married,tertiary
20509,33,technician,single,secondary
20510,30,management,married,secondary
20511,44,self-employed,married,primary
20512,31,management,single,tertiary
20513,30,management,single,tertiary
20514,53,management,married,tertiary
20515,35,technician,married,secondary
20516,33,technician,single,secondary
20517,30,technician,single,secondary
20518,42,unemployed,divorced,secondary
20519,30,management,single,tertiary
20520,30,management,single,tertiary
20521,43,management,married,tertiary
20522,59,retired,married,primary
20523,33,technician,single,tertiary
20524,33,technician,married,secondary
20525,39,technician,married,secondary
20526,34,management,single,tertiary
20527,52,management,married,tertiary
20528,54,management,married,tertiary
20529,45,blue-collar,married,primary
20530,52,housemaid,married,unknown
20531,33,management,married,tertiary
20532,49,management,married,tertiary
20533,46,blue-collar,married,primary
20534,35,management,single,tertiary
20535,34,housemaid,married,tertiary
20536,30,management,single,tertiary
20537,59,self-employed,married,unknown
20538,33,management,married,tertiary
20539,38,management,married,tertiary
20540,31,management,married,secondary
20541,48,management,divorced,tertiary
20542,34,technician,married,secondary
20543,31,management,single,tertiary
20544,52,blue-collar,married,primary
20545,54,management,married,tertiary
20546,35,self-employed,married,secondary
20547,57,management,divorced,secondary
20548,45,technician,married,secondary
20549,57,blue-collar,married,secondary
20550,34,technician,single,tertiary
20551,30,management,single,tertiary
20552,47,management,married,secondary
20553,37,unemployed,married,secondary
20554,58,management,divorced,tertiary
20555,38,technician,single,secondary
20556,54,management,married,tertiary
20557,44,housemaid,married,primary
20558,43,housemaid,married,primary
20559,57,management,divorced,tertiary
20560,38,technician,single,tertiary
20561,46,technician,married,secondary
20562,57,retired,married,secondary
20563,41,technician,divorced,secondary
20564,49,management,married,tertiary
20565,32,technician,single,tertiary
20566,38,technician,married,tertiary
20567,31,technician,married,tertiary
20568,46,self-employed,married,secondary
20569,58,technician,married,secondary
20570,30,management,married,tertiary
20571,33,housemaid,married,primary
20572,30,management,single,tertiary
20573,45,admin.,married,secondary
20574,54,technician,married,secondary
20575,35,technician,married,tertiary
20576,49,management,married,tertiary
20577,55,management,married,tertiary
20578,45,admin.,married,tertiary
20579,30,self-employed,married,secondary
20580,52,technician,divorced,secondary
20581,54,blue-collar,married,primary
20582,30,technician,single,tertiary
20583,42,self-employed,married,secondary
20584,38,technician,married,secondary
20585,34,management,divorced,tertiary
20586,31,management,single,tertiary
20587,34,self-employed,married,tertiary
20588,39,management,married,tertiary
20589,50,management,married,tertiary
20590,35,management,married,tertiary
20591,60,admin.,married,secondary
20592,36,technician,single,secondary
20593,47,management,married,tertiary
20594,60,technician,married,tertiary
20595,33,management,married,tertiary
20596,59,retired,married,unknown
20597,48,blue-collar,married,secondary
20598,30,management,single,tertiary
20599,49,blue-collar,married,primary
20600,58,blue-collar,married,secondary
20601,55,blue-collar,married,secondary
20602,31,management,married,tertiary
20603,54,management,divorced,tertiary
20604,49,blue-collar,married,primary
20605,60,retired,married,tertiary
20606,31,management,married,tertiary
20607,34,management,married,tertiary
20608,45,admin.,married,secondary
20609,43,management,single,tertiary
20610,30,management,single,tertiary
20611,57,retired,married,tertiary
20612,59,retired,married,secondary
20613,32,technician,single,tertiary
20614,55,blue-collar,married,secondary
20615,49,management,married,tertiary
20616,36,technician,single,tertiary
20617,52,services,married,secondary
20618,49,blue-collar,married,secondary
20619,50,management,married,tertiary
20620,40,unemployed,divorced,secondary
20621,41,management,married,tertiary
20622,49,blue-collar,married,primary
20623,38,management,married,tertiary
20624,49,self-employed,married,tertiary
20625,31,management,single,tertiary
20626,48,management,married,secondary
20627,54,blue-collar,married,primary
20628,31,technician,single,tertiary
20629,31,management,divorced,tertiary
20630,46,management,single,tertiary
20631,34,management,single,tertiary
20632,34,management,married,tertiary
20633,47,services,married,secondary
20634,39,management,married,tertiary
20635,54,management,married,tertiary
20636,31,management,single,tertiary
20637,42,technician,married,tertiary
20638,31,technician,single,tertiary
20639,33,management,single,tertiary
20640,30,management,single,tertiary
20641,47,technician,married,tertiary
20642,54,admin.,married,secondary
20643,54,blue-collar,married,primary
20644,40,management,married,secondary
20645,31,management,single,tertiary
20646,47,technician,married,secondary
20647,32,technician,married,secondary
20648,32,management,married,tertiary
20649,59,retired,married,secondary
20650,58,admin.,married,unknown
20651,33,management,married,tertiary
20652,47,blue-collar,married,primary
20653,48,blue-collar,married,primary
20654,50,management,married,tertiary
20655,45,management,married,secondary
20656,60,retired,married,secondary
20657,32,management,single,tertiary
20658,42,technician,single,tertiary
20659,49,technician,divorced,secondary
20660,30,management,single,tertiary
20661,32,technician,single,tertiary
20662,30,management,single,tertiary
20663,47,management,divorced,tertiary
20664,48,services,married,secondary
20665,51,admin.,married,secondary
20666,54,technician,married,secondary
20667,37,technician,single,secondary
20668,54,management,divorced,tertiary
20669,52,admin.,married,secondary
20670,44,technician,single,secondary
20671,36,management,married,tertiary
20672,49,blue-collar,married,secondary
20673,48,unemployed,married,primary
20674,59,admin.,married,tertiary
20675,33,management,married,tertiary
20676,33,management,married,tertiary
20677,36,technician,married,secondary
20678,48,services,married,secondary
20679,44,technician,married,secondary
20680,55,management,married,tertiary
20681,50,blue-collar,married,primary
20682,30,management,single,tertiary
20683,58,retired,married,secondary
20684,32,management,single,tertiary
20685,56,admin.,married,unknown
20686,44,management,married,secondary
20687,32,technician,married,secondary
20688,33,management,divorced,tertiary
20689,31,management,single,tertiary
20690,51,unemployed,married,secondary
20691,43,services,married,secondary
20692,41,management,single,tertiary
20693,34,management,single,tertiary
20694,50,blue-collar,married,unknown
20695,57,blue-collar,married,primary
20696,33,management,married,secondary
20697,49,technician,married,secondary
20698,50,technician,married,secondary
20699,41,self-employed,married,primary
20700,60,retired,married,unknown
20701,34,management,married,tertiary
20702,45,entrepreneur,married,tertiary
20703,55,housemaid,married,primary
20704,33,technician,married,secondary
20705,45,housemaid,married,primary
20706,55,housemaid,married,primary
20707,52,housemaid,married,primary
20708,52,technician,married,secondary
20709,33,technician,single,secondary
20710,45,management,divorced,tertiary
20711,52,blue-collar,married,primary
20712,46,management,married,secondary
20713,37,self-employed,married,tertiary
20714,46,management,married,tertiary
20715,52,technician,married,secondary
20716,57,housemaid,married,primary
20717,38,technician,single,secondary
20718,32,housemaid,married,primary
20719,51,blue-collar,married,primary
20720,31,technician,single,secondary
20721,46,services,married,secondary
20722,31,management,married,tertiary
20723,32,technician,married,secondary
20724,35,management,married,tertiary
20725,52,blue-collar,married,primary
20726,40,technician,married,secondary
20727,45,admin.,married,secondary
20728,60,blue-collar,married,unknown
20729,54,housemaid,married,primary
20730,59,housemaid,married,primary
20731,57,management,divorced,tertiary
20732,54,retired,married,primary
20733,52,management,married,secondary
20734,51,admin.,married,secondary
20735,35,technician,married,secondary
20736,51,admin.,married,secondary
20737,31,entrepreneur,single,tertiary
20738,32,technician,single,tertiary
20739,41,housemaid,married,primary
20740,32,management,single,tertiary
20741,51,admin.,divorced,secondary
20742,49,technician,married,secondary
20743,33,technician,married,secondary
20744,39,management,married,tertiary
20745,45,management,divorced,tertiary
20746,36,management,divorced,tertiary
20747,58,retired,married,primary
20748,49,housemaid,married,primary
20749,38,technician,married,tertiary
20750,38,technician,married,tertiary
20751,57,blue-collar,married,unknown
20752,45,management,married,tertiary
20753,51,management,married,unknown
20754,50,management,married,tertiary
20755,31,management,single,tertiary
20756,45,blue-collar,married,primary
20757,54,technician,married,secondary
20758,34,technician,single,secondary
20759,56,admin.,married,unknown
20760,47,unemployed,married,secondary
20761,53,technician,married,secondary
20762,53,retired,married,tertiary
20763,55,blue-collar,married,unknown
20764,56,services,married,secondary
20765,48,technician,divorced,secondary
20766,33,management,single,tertiary
20767,35,management,married,tertiary
20768,56,admin.,married,unknown
20769,54,blue-collar,married,secondary
20770,37,management,married,tertiary
20771,58,retired,married,tertiary
20772,50,technician,married,secondary
20773,49,technician,married,secondary
20774,58,blue-collar,married,secondary
20775,60,housemaid,married,unknown
20776,48,management,married,tertiary
20777,33,management,married,tertiary
20778,59,management,married,tertiary
20779,32,management,married,tertiary
20780,50,self-employed,married,secondary
20781,52,management,divorced,tertiary
20782,47,blue-collar,married,primary
20783,58,technician,single,secondary
20784,50,technician,divorced,secondary
20785,34,technician,single,tertiary
20786,40,technician,married,secondary
20787,51,technician,married,secondary
20788,41,technician,divorced,secondary
20789,34,technician,married,tertiary
20790,32,technician,single,secondary
20791,38,management,married,tertiary
20792,60,admin.,married,secondary
20793,49,blue-collar,married,primary
20794,34,technician,single,tertiary
20795,55,technician,married,secondary
20796,40,technician,divorced,secondary
20797,49,blue-collar,married,primary
20798,51,management,divorced,tertiary
20799,31,management,single,tertiary
20800,42,management,married,tertiary
20801,51,unknown,married,secondary
20802,33,technician,married,secondary
20803,55,retired,married,primary
20804,42,technician,married,tertiary
20805,36,management,single,secondary
20806,37,technician,single,secondary
20807,39,management,married,tertiary
20808,35,technician,single,tertiary
20809,32,technician,single,secondary
20810,51,blue-collar,married,primary
20811,43,technician,single,secondary
20812,50,self-employed,married,secondary
20813,50,management,married,tertiary
20814,55,services,married,secondary
20815,58,retired,married,tertiary
20816,48,blue-collar,married,secondary
20817,47,admin.,married,secondary
20818,39,technician,married,secondary
20819,31,technician,single,secondary
20820,51,technician,married,secondary
20821,41,technician,married,secondary
20822,59,retired,married,primary
20823,45,technician,married,secondary
20824,52,technician,divorced,secondary
20825,31,management,married,tertiary
20826,32,management,single,tertiary
20827,38,technician,single,secondary
20828,48,blue-collar,married,primary
20829,39,technician,married,tertiary
20830,53,technician,married,secondary
20831,35,technician,divorced,secondary
20832,36,management,single,tertiary
20833,36,technician,single,secondary
20834,40,management,married,tertiary
20835,30,technician,single,tertiary
20836,60,blue-collar,married,primary
20837,40,technician,married,secondary
20838,33,management,married,tertiary
20839,51,technician,married,secondary
20840,36,technician,divorced,secondary
20841,45,technician,divorced,tertiary
20842,47,admin.,married,secondary
20843,34,management,single,tertiary
20844,57,blue-collar,married,primary
20845,58,services,married,secondary
20846,36,management,married,tertiary
20847,40,management,divorced,tertiary
20848,45,technician,single,secondary
20849,52,unemployed,married,secondary
20850,53,services,married,secondary
20851,43,management,married,tertiary
20852,47,blue-collar,married,primary
20853,59,blue-collar,married,secondary
20854,59,retired,married,secondary
20855,33,management,divorced,tertiary
20856,55,technician,married,secondary
20857,30,technician,single,tertiary
20858,34,technician,married,secondary
20859,41,management,divorced,tertiary
20860,35,management,divorced,tertiary
20861,34,technician,married,secondary
20862,52,management,single,tertiary
20863,35,technician,single,tertiary
20864,41,technician,divorced,secondary
20865,31,management,single,tertiary
20866,40,management,married,tertiary
20867,44,management,divorced,tertiary
20868,31,technician,married,secondary
20869,30,management,single,tertiary
20870,50,management,married,tertiary
20871,32,management,single,tertiary
20872,58,management,single,tertiary
20873,56,housemaid,married,primary
20874,30,management,married,secondary
20875,48,services,married,secondary
20876,54,management,married,tertiary
20877,51,blue-collar,married,primary
20878,59,retired,married,primary
20879,34,technician,single,secondary
20880,43,management,divorced,tertiary
20881,39,blue-collar,married,primary
20882,47,housemaid,married,primary
20883,48,admin.,divorced,secondary
20884,32,technician,married,secondary
20885,58,management,married,tertiary
20886,36,management,married,tertiary
20887,32,technician,married,secondary
20888,30,entrepreneur,married,tertiary
20889,53,technician,divorced,secondary
20890,47,blue-collar,married,secondary
20891,33,management,married,tertiary
20892,56,technician,divorced,secondary
20893,30,management,married,tertiary
20894,30,management,divorced,tertiary
20895,35,technician,single,tertiary
20896,37,management,married,tertiary
20897,30,technician,single,secondary
20898,35,management,married,tertiary
20899,33,technician,married,secondary
20900,59,retired,married,primary
20901,34,technician,single,tertiary
20902,41,technician,single,tertiary
20903,42,management,married,tertiary
20904,30,management,single,tertiary
20905,59,technician,married,secondary
20906,42,technician,married,tertiary
20907,47,housemaid,married,secondary
20908,43,technician,married,tertiary
20909,50,services,married,primary
20910,48,management,married,tertiary
20911,40,management,divorced,tertiary
20912,35,management,married,tertiary
20913,47,technician,married,secondary
20914,47,services,married,primary
20915,60,management,married,secondary
20916,44,management,divorced,tertiary
20917,53,technician,married,secondary
20918,32,management,married,tertiary
20919,30,technician,married,secondary
20920,30,technician,single,tertiary
20921,51,technician,married,secondary
20922,56,management,married,tertiary
20923,30,management,single,tertiary
20924,47,blue-collar,married,secondary
20925,56,blue-collar,married,primary
20926,54,services,married,secondary
20927,36,management,single,tertiary
20928,34,management,married,tertiary
20929,36,management,married,tertiary
20930,32,admin.,single,tertiary
20931,30,admin.,married,tertiary
20932,42,technician,married,tertiary
20933,34,technician,married,secondary
20934,56,blue-collar,married,primary
20935,40,technician,single,secondary
20936,37,management,single,tertiary
20937,59,management,single,tertiary
20938,31,management,single,tertiary
20939,38,management,married,tertiary
20940,45,blue-collar,married,secondary
20941,40,housemaid,married,secondary
20942,42,technician,married,secondary
20943,42,management,single,tertiary
20944,58,retired,married,secondary
20945,50,blue-collar,divorced,primary
20946,48,admin.,married,unknown
20947,52,technician,divorced,secondary
20948,52,technician,married,secondary
20949,40,management,married,tertiary
20950,31,management,married,tertiary
20951,35,management,married,tertiary
20952,38,management,single,tertiary
20953,51,housemaid,married,primary
20954,48,housemaid,married,primary
20955,35,management,single,tertiary
20956,30,technician,single,secondary
20957,54,services,married,secondary
20958,34,technician,married,secondary
20959,36,technician,married,secondary
20960,36,management,married,tertiary
20961,42,technician,married,secondary
20962,58,admin.,married,secondary
20963,38,management,single,tertiary
20964,40,housemaid,married,secondary
20965,34,technician,divorced,secondary
20966,48,management,married,tertiary
20967,39,admin.,divorced,secondary
20968,33,technician,married,secondary
20969,57,technician,divorced,secondary
20970,37,technician,divorced,secondary
20971,53,blue-collar,married,secondary
20972,39,technician,married,secondary
20973,43,technician,divorced,secondary
20974,59,blue-collar,married,primary
20975,32,unemployed,married,tertiary
20976,42,technician,married,tertiary
20977,58,retired,married,secondary
20978,33,technician,single,tertiary
20979,48,technician,married,tertiary
20980,43,management,married,tertiary
20981,36,management,married,secondary
20982,35,technician,single,secondary
20983,57,unknown,married,primary
20984,36,technician,married,secondary
20985,43,management,divorced,tertiary
20986,41,management,divorced,tertiary
20987,47,admin.,married,secondary
20988,40,housemaid,married,secondary
20989,47,technician,divorced,secondary
20990,35,technician,married,secondary
20991,35,technician,single,tertiary
20992,48,management,married,tertiary
20993,33,management,single,tertiary
20994,56,technician,married,secondary
20995,55,services,married,tertiary
20996,31,self-employed,married,tertiary
20997,43,management,married,tertiary
20998,44,management,married,tertiary
20999,41,management,married,tertiary
21000,54,services,married,secondary
21001,56,entrepreneur,divorced,secondary
21002,35,management,single,secondary
21003,30,technician,married,tertiary
21004,37,management,single,tertiary
21005,55,retired,married,primary
21006,36,technician,married,secondary
21007,54,management,married,tertiary
21008,30,technician,single,secondary
21009,57,retired,married,secondary
21010,34,technician,single,secondary
21011,59,technician,married,secondary
21012,39,technician,married,tertiary
21013,57,retired,married,secondary
21014,47,technician,divorced,secondary
21015,30,management,married,tertiary
21016,50,management,single,tertiary
21017,47,management,married,tertiary
21018,57,technician,married,secondary
21019,32,technician,single,tertiary
21020,40,technician,single,tertiary
21021,34,technician,married,tertiary
21022,44,entrepreneur,married,tertiary
21023,39,management,single,tertiary
21024,33,technician,single,tertiary
21025,58,retired,married,secondary
21026,60,services,married,secondary
21027,35,management,single,tertiary
21028,36,technician,single,tertiary
21029,36,management,married,tertiary
21030,34,management,single,tertiary
21031,51,blue-collar,married,primary
21032,30,services,single,tertiary
21033,50,services,married,secondary
21034,37,management,married,tertiary
21035,32,management,married,tertiary
21036,59,management,married,tertiary
21037,34,management,single,tertiary
21038,49,blue-collar,married,secondary
21039,41,blue-collar,divorced,secondary
21040,52,blue-collar,married,unknown
21041,42,technician,single,tertiary
21042,35,housemaid,married,secondary
21043,33,management,single,tertiary
21044,31,management,single,tertiary
21045,32,technician,married,tertiary
21046,36,technician,married,secondary
21047,42,management,divorced,tertiary
21048,48,management,married,tertiary
21049,31,management,single,tertiary
21050,56,retired,married,tertiary
21051,43,management,married,tertiary
21052,30,management,single,secondary
21053,30,management,married,tertiary
21054,35,management,single,tertiary
21055,47,technician,married,secondary
21056,31,technician,married,secondary
21057,54,entrepreneur,married,tertiary
21058,39,technician,married,secondary
21059,30,management,single,secondary
21060,33,technician,single,secondary
21061,58,management,married,tertiary
21062,60,housemaid,married,primary
21063,54,management,divorced,tertiary
21064,55,services,married,secondary
21065,51,housemaid,married,secondary
21066,45,admin.,married,secondary
21067,30,technician,single,tertiary
21068,47,blue-collar,married,primary
21069,39,management,divorced,tertiary
21070,32,management,single,tertiary
21071,46,blue-collar,married,primary
21072,57,retired,married,secondary
21073,52,blue-collar,married,primary
21074,30,management,single,tertiary
21075,51,services,married,secondary
21076,59,management,married,secondary
21077,30,management,single,tertiary
21078,31,technician,single,secondary
21079,38,management,single,tertiary
21080,55,blue-collar,married,unknown
21081,34,housemaid,married,primary
21082,39,technician,single,secondary
21083,45,blue-collar,married,unknown
21084,42,self-employed,married,secondary
21085,57,services,married,secondary
21086,51,technician,married,tertiary
21087,40,technician,single,secondary
21088,47,blue-collar,married,secondary
21089,34,technician,single,tertiary
21090,44,housemaid,married,primary
21091,30,technician,single,secondary
21092,46,services,married,secondary
21093,61,blue-collar,married,primary
21094,59,retired,married,primary
21095,50,admin.,married,secondary
21096,37,management,divorced,tertiary
21097,31,management,married,tertiary
21098,57,technician,divorced,secondary
21099,56,blue-collar,married,secondary
21100,58,retired,married,primary
21101,35,technician,single,secondary
21102,33,management,single,tertiary
21103,32,management,single,tertiary
21104,43,management,married,tertiary
21105,36,technician,single,secondary
21106,45,housemaid,married,primary
21107,48,management,single,tertiary
21108,38,management,married,tertiary
21109,40,technician,single,secondary
21110,45,blue-collar,married,secondary
21111,43,management,married,tertiary
21112,46,blue-collar,married,primary
21113,33,technician,single,tertiary
21114,43,self-employed,married,tertiary
21115,49,services,married,secondary
21116,60,management,married,tertiary
21117,42,management,married,tertiary
21118,30,technician,married,secondary
21119,48,management,married,secondary
21120,32,management,married,tertiary
21121,60,housemaid,married,secondary
21122,32,management,married,tertiary
21123,30,management,married,tertiary
21124,42,entrepreneur,divorced,tertiary
21125,60,housemaid,married,unknown
21126,32,management,single,tertiary
21127,49,blue-collar,married,secondary
21128,46,blue-collar,married,primary
21129,46,blue-collar,married,secondary
21130,33,technician,married,secondary
21131,51,management,divorced,tertiary
21132,34,housemaid,married,tertiary
21133,30,management,married,tertiary
21134,32,technician,single,tertiary
21135,46,self-employed,married,primary
21136,48,services,married,secondary
21137,57,retired,married,secondary
21138,44,technician,divorced,secondary
21139,38,technician,married,secondary
21140,32,technician,married,secondary
21141,59,retired,divorced,tertiary
21142,47,blue-collar,married,primary
21143,34,management,married,tertiary
21144,33,housemaid,married,secondary
21145,36,management,married,tertiary
21146,47,services,married,secondary
21147,56,blue-collar,married,primary
21148,44,technician,married,tertiary
21149,49,unknown,married,unknown
21150,60,management,married,tertiary
21151,31,technician,single,secondary
21152,30,management,single,tertiary
21153,47,admin.,married,secondary
21154,32,technician,married,tertiary
21155,44,management,divorced,tertiary
21156,57,blue-collar,married,secondary
21157,51,management,married,tertiary
21158,42,self-employed,married,secondary
21159,50,self-employed,married,secondary
21160,42,technician,married,secondary
21161,52,technician,married,tertiary
21162,39,management,married,tertiary
21163,37,technician,married,secondary
21164,34,technician,single,secondary
21165,30,management,single,tertiary
21166,30,services,single,secondary
21167,46,technician,divorced,secondary
21168,32,self-employed,married,tertiary
21169,59,retired,married,secondary
21170,51,management,married,tertiary
21171,35,management,married,tertiary
21172,51,management,divorced,tertiary
21173,36,technician,married,secondary
21174,58,blue-collar,married,primary
21175,45,services,married,secondary
21176,33,management,married,tertiary
21177,50,management,single,tertiary
21178,34,management,married,tertiary
21179,58,self-employed,married,tertiary
21180,34,management,divorced,tertiary
21181,30,technician,single,tertiary
21182,34,technician,married,secondary
21183,30,technician,single,secondary
21184,48,services,married,secondary
21185,58,housemaid,married,secondary
21186,60,housemaid,married,primary
21187,45,management,married,tertiary
21188,58,retired,divorced,secondary
21189,42,housemaid,married,secondary
21190,48,blue-collar,married,primary
21191,57,housemaid,married,primary
21192,36,technician,married,secondary
21193,52,blue-collar,married,primary
21194,37,technician,married,secondary
21195,60,retired,married,primary
21196,45,management,divorced,tertiary
21197,58,services,married,secondary
21198,32,management,single,secondary
21199,32,technician,single,secondary
21200,31,technician,married,secondary
21201,51,management,married,tertiary
21202,45,blue-collar,married,primary
21203,34,management,single,tertiary
21204,33,unemployed,single,tertiary
21205,31,blue-collar,married,secondary
21206,32,technician,single,secondary
21207,46,management,married,tertiary
21208,46,blue-collar,married,secondary
21209,35,management,single,tertiary
21210,45,technician,single,tertiary
21211,49,entrepreneur,married,secondary
21212,48,admin.,married,secondary
21213,52,management,married,tertiary
21214,45,blue-collar,married,secondary
21215,60,blue-collar,married,primary
21216,32,technician,single,secondary
21217,51,technician,married,secondary
21218,48,management,divorced,tertiary
21219,31,management,single,tertiary
21220,30,management,single,tertiary
21221,57,retired,married,secondary
21222,32,technician,single,tertiary
21223,34,management,married,tertiary
21224,33,self-employed,married,secondary
21225,47,management,married,tertiary
21226,32,technician,single,secondary
21227,55,blue-collar,married,primary
21228,35,technician,married,secondary
21229,37,management,married,tertiary
21230,49,self-employed,married,tertiary
21231,60,housemaid,married,unknown
21232,54,blue-collar,married,secondary
21233,60,retired,married,secondary
21234,59,retired,married,primary
21235,59,self-employed,married,secondary
21236,52,blue-collar,married,primary
21237,48,housemaid,married,secondary
21238,58,housemaid,married,secondary
21239,52,blue-collar,married,secondary
21240,40,management,married,tertiary
21241,36,housemaid,divorced,tertiary
21242,45,blue-collar,married,primary
21243,31,management,single,tertiary
21244,35,management,married,tertiary
21245,36,management,single,tertiary
21246,45,services,married,secondary
21247,30,management,married,tertiary
21248,49,blue-collar,married,primary
21249,55,self-employed,married,secondary
21250,30,management,single,tertiary
21251,45,blue-collar,married,primary
21252,60,retired,married,secondary
21253,56,blue-collar,married,primary
21254,58,management,married,secondary
21255,60,blue-collar,married,secondary
21256,43,management,divorced,tertiary
21257,48,blue-collar,married,unknown
21258,46,technician,married,secondary
21259,46,blue-collar,married,secondary
21260,57,blue-collar,married,secondary
21261,51,technician,divorced,secondary
21262,51,blue-collar,married,secondary
21263,36,management,divorced,tertiary
21264,46,services,married,secondary
21265,50,management,married,tertiary
21266,45,blue-collar,married,primary
21267,34,technician,married,secondary
21268,45,services,married,secondary
21269,54,retired,married,primary
21270,36,technician,married,secondary
21271,39,management,single,tertiary
21272,56,services,married,secondary
21273,46,blue-collar,married,secondary
21274,34,management,married,tertiary
21275,55,blue-collar,married,secondary
21276,36,services,divorced,secondary
21277,54,admin.,married,secondary
21278,35,services,married,tertiary
21279,49,blue-collar,married,secondary
21280,36,management,single,tertiary
21281,57,housemaid,married,primary
21282,55,admin.,married,secondary
21283,48,services,divorced,secondary
21284,43,management,divorced,tertiary
21285,37,self-employed,married,secondary
21286,33,unemployed,married,tertiary
21287,48,unemployed,married,secondary
21288,36,management,married,tertiary
21289,44,self-employed,married,tertiary
21290,35,management,single,tertiary
21291,35,management,divorced,tertiary
21292,58,blue-collar,married,secondary
21293,42,self-employed,single,tertiary
21294,55,services,single,secondary
21295,36,management,married,tertiary
21296,60,blue-collar,married,secondary
21297,55,management,divorced,tertiary
21298,52,management,married,tertiary
21299,47,admin.,married,tertiary
21300,35,management,single,tertiary
21301,48,blue-collar,married,primary
21302,31,management,married,tertiary
21303,32,management,single,tertiary
21304,32,management,single,tertiary
21305,30,management,single,tertiary
21306,34,technician,single,tertiary
21307,42,management,divorced,tertiary
21308,30,admin.,single,tertiary
21309,55,housemaid,married,primary
21310,51,technician,married,secondary
21311,46,housemaid,married,secondary
21312,48,management,divorced,secondary
21313,47,blue-collar,married,primary
21314,48,management,married,tertiary
21315,45,management,married,tertiary
21316,23,entrepreneur,married,tertiary
21317,60,retired,married,secondary
21318,56,blue-collar,married,primary
21319,30,technician,single,secondary
21320,59,housemaid,married,primary
21321,54,technician,single,secondary
21322,34,management,married,tertiary
21323,51,technician,married,secondary
21324,49,admin.,married,unknown
21325,31,technician,single,secondary
21326,47,technician,married,secondary
21327,33,technician,married,tertiary
21328,33,technician,married,secondary
21329,54,management,married,tertiary
21330,42,technician,married,secondary
21331,60,self-employed,married,tertiary
21332,41,technician,married,secondary
21333,49,blue-collar,married,primary
21334,57,blue-collar,married,secondary
21335,60,management,single,tertiary
21336,43,management,married,tertiary
21337,48,blue-collar,married,primary
21338,33,technician,single,tertiary
21339,40,management,married,tertiary
21340,55,management,single,tertiary
21341,54,blue-collar,married,primary
21342,33,housemaid,married,primary
21343,50,management,married,tertiary
21344,31,management,single,tertiary
21345,60,retired,married,primary
21346,45,technician,married,secondary
21347,43,management,married,tertiary
21348,33,management,single,tertiary
21349,30,management,single,tertiary
21350,58,services,divorced,secondary
21351,33,technician,married,tertiary
21352,37,self-employed,married,tertiary
21353,33,technician,married,secondary
21354,42,management,divorced,tertiary
21355,60,housemaid,married,secondary
21356,47,technician,divorced,secondary
21357,39,management,married,tertiary
21358,43,management,married,tertiary
21359,54,services,married,primary
21360,55,management,married,tertiary
21361,56,admin.,divorced,secondary
21362,44,management,married,tertiary
